x,y,z,class
-0.152,-0.396,-0.244,walking
-0.008,-0.78,-0.04,walking
-0.216,-0.488,-0.188,walking
-0.016,-0.844,0.02,walking
-0.212,-0.508,-0.228,walking
0,-0.876,-0.028,walking
-0.128,-0.56,-0.28,walking
0.004,-0.788,-0.044,walking
-0.096,-0.564,-0.268,walking
0.016,-0.844,-0.064,walking
0.068,-0.696,-0.308,walking
-0.1,-0.8,-0.136,walking
0.028,-0.668,-0.352,walking
-0.136,-0.904,-0.132,walking
0.04,-0.768,-0.332,walking
0.004,-0.864,-0.076,walking
0.036,-0.892,-0.228,walking
-0.048,-0.844,-0.056,walking
0.008,-1.06,-0.152,walking
-0.036,-0.996,0.168,walking
-0.196,-0.584,-0.256,walking
-0.132,-0.924,-0.02,walking
-0.164,-0.632,-0.24,walking
-0.336,-0.704,-0.02,walking
-0.164,-0.596,-0.212,walking
-0.164,-0.74,-0.092,walking
-0.136,-0.532,-0.236,walking
-0.324,-0.668,-0.048,walking
0.028,-0.676,-0.212,walking
-0.236,-0.744,-0.032,walking
-0.152,-0.476,-0.228,walking
-0.204,-0.716,-0.084,walking
-0.196,-0.632,-0.212,walking
-0.208,-0.704,-0.048,walking
-0.096,-0.552,-0.228,walking
-0.232,-0.748,-0.08,walking
-0.192,-0.512,-0.208,walking
-0.196,-0.684,-0.068,walking
-0.076,-0.496,-0.228,walking
-0.28,-0.68,-0.06,walking
-0.192,-0.564,-0.204,walking
-0.248,-0.804,-0.024,walking
-0.132,-0.56,-0.204,walking
-0.128,-0.788,-0.064,walking
-0.212,-0.548,-0.216,walking
-0.068,-0.828,-0.068,walking
-0.168,-0.472,-0.248,walking
0.044,-0.9,-0.032,walking
-0.184,-0.536,-0.252,walking
0.036,-0.808,-0.028,walking
-0.14,-0.596,-0.236,walking
0.06,-0.872,-0.04,walking
-0.084,-0.604,-0.28,walking
0.028,-0.984,-0.012,walking
-0.148,-0.46,-0.232,walking
0.076,-0.836,-0.024,walking
-0.196,-0.584,-0.244,walking
0.004,-0.772,-0.02,walking
-0.136,-0.576,-0.244,walking
0.004,-0.848,-0.028,walking
-0.032,-0.704,-0.252,walking
0.012,-0.876,-0.08,walking
-0.02,-0.752,-0.204,walking
0.004,-0.864,-0.032,walking
0.068,-0.728,-0.264,walking
-0.012,-0.88,-0.008,walking
0.008,-0.652,-0.264,walking
0.04,-0.884,-0.06,walking
-0.004,-0.668,-0.272,walking
0,-0.78,-0.088,walking
-0.036,-0.596,-0.248,walking
0.032,-0.808,-0.068,walking
0.036,-0.652,-0.228,walking
0.012,-0.792,-0.068,walking
0.088,-0.736,-0.256,walking
-0.188,-0.632,-0.124,walking
-0.052,-0.82,-0.124,walking
-0.288,-0.888,0.02,walking
-0.244,-0.78,-0.16,walking
-0.076,-0.916,-0.108,walking
-0.016,-0.812,-0.24,walking
-0.088,-0.824,-0.072,walking
0.104,-0.824,-0.284,walking
-0.072,-0.888,-0.124,walking
0.036,-0.672,-0.248,walking
-0.092,-0.852,-0.02,walking
0.08,-0.676,-0.308,walking
-0.064,-0.884,-0.108,walking
0.056,-0.696,-0.24,walking
-0.048,-0.912,-0.052,walking
0.136,-0.736,-0.268,walking
-0.144,-0.848,-0.06,walking
0.052,-0.664,-0.22,walking
-0.108,-0.82,-0.104,walking
0.044,-0.644,-0.228,walking
-0.088,-0.856,-0.144,walking
0.056,-0.66,-0.168,walking
-0.008,-0.92,-0.08,walking
0.008,-0.56,-0.176,walking
-0.052,-0.828,-0.176,walking
0.04,-0.604,-0.264,walking
0.008,-0.904,-0.068,walking
-0.044,-0.568,-0.192,walking
0.144,-0.864,-0.1,walking
0.02,-0.808,-0.372,walking
0.06,-0.876,-0.048,walking
-0.256,-1.456,-0.308,walking
0.076,-1.188,-0.228,walking
-0.144,-1.26,-0.264,walking
-0.012,-1.192,-0.136,walking
-0.284,-1.516,-0.28,walking
0.16,-1.224,-0.176,walking
-0.128,-1.896,-0.224,walking
0.264,-1.164,-0.152,walking
-0.26,-1.988,-0.204,walking
-0.076,-1.236,-0.216,walking
-0.128,-1.852,-0.192,walking
0.032,-1.34,-0.244,walking
-0.36,-1.556,-0.264,walking
-0.088,-1.152,-0.26,walking
-0.268,-1.52,-0.236,walking
0.156,-1.272,-0.204,walking
-0.412,-1.72,-0.196,walking
0.144,-1.188,-0.192,walking
-0.512,-1.644,-0.14,walking
0.048,-1.228,-0.228,walking
0.096,-1.648,-0.236,walking
-0.116,-1.216,0.056,walking
0.028,-0.892,-0.284,walking
-0.12,-1.444,0.048,walking
0.48,-1.156,-0.292,walking
0.036,-1.504,-0.156,walking
0.072,-1.92,-0.176,walking
-0.144,-1.364,-0.144,walking
-0.2,-1.9,-0.2,walking
0.136,-1.192,-0.12,walking
0.276,-1.612,-0.192,walking
0.116,-1.284,-0.18,walking
0.408,-1.472,-0.216,walking
0.048,-1.38,-0.184,walking
0.468,-1.112,-0.396,walking
-0.044,-1.556,-0.192,walking
0.48,-1.064,-0.548,walking
-0.5,-1.5,-0.244,walking
-0.472,-1.544,-0.332,walking
-0.396,-1.404,-0.228,walking
-0.772,-1.496,0.052,walking
-0.516,-1.068,-0.112,walking
-0.068,-0.412,-0.576,walking
-0.964,-0.916,0.184,walking
-0.1,-0.316,-0.344,walking
-1.144,-0.996,0.196,walking
-0.148,-0.36,-0.284,walking
-1.036,-1.016,0.192,walking
0.008,-0.332,-0.436,walking
-0.768,-1.076,0.064,walking
-0.116,-0.38,-0.344,walking
-1.156,-0.88,-0.024,walking
-0.352,-0.412,-0.364,walking
-1.212,-1.152,-0.024,walking
0.184,-0.64,-0.5,walking
-0.632,-1.328,-0.28,walking
0.016,-1.332,-0.072,walking
-0.248,-1.44,-0.26,walking
-0.224,-1.324,0.06,walking
0.072,-1.56,-0.256,walking
-0.308,-0.876,-0.132,walking
0.416,-1.78,-0.096,walking
-0.212,-0.932,-0.1,walking
0.4,-1.568,-0.1,walking
-0.348,-0.828,-0.084,walking
0.268,-1.48,-0.168,walking
-0.264,-1.004,-0.072,walking
0.388,-1.74,-0.116,walking
-0.08,-1.252,-0.108,walking
0.264,-1.752,-0.044,walking
-0.288,-0.872,-0.128,walking
0.284,-1.684,-0.06,walking
-0.34,-0.792,-0.196,walking
0.372,-1.888,-0.172,walking
-0.524,-0.832,-0.156,walking
-0.2,-1.216,-0.312,walking
-0.488,-1.096,0.3,walking
0.248,-1.792,0.088,walking
-0.456,-1.048,-0.152,walking
-1.076,-0.9,-0.048,walking
-0.164,-0.704,-0.216,walking
-0.676,-1.012,0.128,walking
-0.356,-0.708,-0.2,walking
-0.468,-0.96,-0.192,walking
-0.784,-1.644,0.236,walking
-0.384,-1.14,-0.14,walking
-0.376,-2.048,0.212,walking
-0.488,-1.436,-0.168,walking
0.16,-1.168,-0.496,walking
-0.2,-1.58,-0.24,walking
0.48,-1.056,-0.604,walking
-0.176,-1.424,-0.196,walking
0.28,-1.248,-0.236,walking
-0.048,-1.132,-0.116,walking
-0.18,-1.492,-0.268,walking
0.12,-1.108,-0.172,walking
-0.14,-1.032,-0.304,walking
0.08,-1.008,-0.232,walking
-0.224,-1.032,-0.3,walking
0.084,-1.108,-0.312,walking
0.176,-1.968,-0.096,walking
-0.14,-1.312,-0.084,walking
0.136,-1.736,-0.144,walking
0.316,-1.22,-0.156,walking
0.44,-1.28,-0.416,walking
-0.272,-1.412,-0.144,walking
0.288,-1.076,-0.184,walking
-0.296,-1.068,0.1,walking
-0.108,-1.608,-0.22,walking
0.084,-1.604,-0.048,walking
0.404,-1.224,-0.36,walking
0.052,-1.5,-0.152,walking
0.456,-1.256,-0.476,walking
-0.332,-1.668,-0.1,walking
0.576,-0.976,-0.58,walking
-0.244,-1.556,-0.176,walking
0.432,-1.104,-0.604,walking
-0.336,-1.58,-0.208,walking
-0.14,-1.276,-0.32,walking
-0.384,-1.512,-0.152,walking
-0.508,-2.048,0.112,walking
-0.256,-1.272,-0.076,walking
-0.84,-1.876,-0.084,walking
-0.152,-1.424,-0.248,walking
0.48,-1.068,-0.664,walking
-0.148,-1.42,-0.132,walking
0.62,-1.096,-0.536,walking
-0.112,-1.46,-0.156,walking
0.524,-1.088,-0.524,walking
-0.124,-1.52,-0.124,walking
-0.168,-1.304,0.036,walking
-0.252,-1.18,0.156,walking
0.216,-1.016,-0.204,walking
-0.868,-0.72,0.036,walking
-0.34,-0.408,-0.364,walking
-0.476,-1.232,-0.224,walking
-0.564,-0.524,-0.472,walking
-0.88,-1.188,0.04,walking
-0.164,-0.34,-0.572,walking
-0.292,-1.076,-0.12,walking
-0.032,-0.376,-0.508,walking
-1.136,-0.696,0.2,walking
0.048,-0.544,-0.328,walking
-0.9,-0.796,-0.052,walking
-0.072,-0.752,-0.272,walking
0.428,-1.612,-0.084,walking
-0.548,-1.324,0.068,walking
0.348,-1.884,-0.256,walking
-0.524,-0.792,0.004,walking
-0.764,-0.616,-0.228,walking
-0.26,-0.796,-0.236,walking
-1.04,-0.652,-0.028,walking
-0.264,-0.616,-0.16,walking
-0.748,-1.816,-0.16,walking
-0.476,-0.884,0.164,walking
0.16,-1.212,-0.052,walking
-0.648,-1.104,0.1,walking
-0.748,-0.988,-0.084,walking
-0.204,-1.536,-0.04,walking
-0.816,-0.444,-0.144,walking
-0.164,-0.892,-0.112,walking
-0.308,-1.464,0.28,walking
